MainDTN,ChE30M,ChERM,ChE30,MDTN_R,ChEBM,MDTN_B,NSCh2pD,NFCh30m,TotCha,geometry,corridor_name
0.02,0.0,0.0,0.02,0.0,0.02,0.02,0.0,1.0,1.0,"POLYGON ((28.494146982226752 65.52494103752721, 28.49019673869499 65.74961305547038, 29.0339593910783 65.75043570057116, 29.0339593910783 65.52575662186759, 28.494146982226752 65.52494103752721))",
119.1,0.0,25.36,81.78,37.27,56.42,81.83,19.0,4.0,23.0,"POLYGON ((4.98179649972042 47.38390514338439, 4.8739408752342985 47.59286457521016, 5.195734817659122 47.66281912027332, 5.302356966233029 47.45358481428922, 4.98179649972042 47.38390514338439))",
2.51,0.0,0.09,1.2,0.17,1.11,2.34,1.0,1.0,2.0,"POLYGON ((18.61568093211082 46.99841987121536, 18.5686585394959 47.21686310541395, 18.902011855926535 47.24733542628712, 18.947574133402437 47.02876884225287, 18.61568093211082 46.99841987121536))",
3.8,0.0,0.75,2.04,1.38,1.29,2.43,1.0,1.0,2.0,"POLYGON ((8.080198011500991 49.15725484431265, 7.982230872807037 49.36834183838719, 8.320696747959113 49.4292942154933, 8.41725588515891 49.21794958284683, 8.080198011500991 49.15725484431265))",
202.11,0.0,43.94,102.7,89.28,58.76,112.83,45.0,5.0,50.0,"POLYGON ((7.058752149443665 51.26169016712523, 6.951266288015772 51.47136720673167, 7.304407883488719 51.535061717426686, 7.4103759290373965 51.32509621568136, 7.058752149443665 51.26169016712523))",
141.44,0.0,43.48,72.6,86.84,29.11,54.6,44.0,3.0,47.0,"POLYGON ((12.514917853178689 51.892411995309054, 12.432417167972998 52.106109828261026, 12.797698076207928 52.15412910445354, 12.878501138138798 51.94020459520079, 12.514917853178689 51.892411995309054))",
248.37,0.0,88.77,134.4,164.63,45.63,83.74,83.0,4.0,87.0,"POLYGON ((12.153979530318693 48.91511157125885, 12.07509568670737 49.12932444958936, 12.416625165741431 49.178573397384035, 12.494028229799424 48.964151147582754, 12.153979530318693 48.91511157125885))",
5.15,0.0,2.15,3.39,3.29,1.24,1.86,2.0,1.0,3.0,"POLYGON ((-8.024827478247985 41.4747711028591, -8.169410110235834 41.67104154197378, -7.90372060182686 41.77798344565084, -7.759805560896561 41.581392560847675, -8.024827478247985 41.4747711028591))",
0.34,0.0,0.14,0.24,0.2,0.1,0.14,1.0,1.0,2.0,"POLYGON ((0.8391258249911014 45.904062936168756, 0.7172613185873454 46.109380684148135, 1.0231644244201485 46.191171134947005, 1.1439720670816373 45.98555364115933, 0.8391258249911014 45.904062936168756))",
1.21,0.0,0.45,0.45,1.21,0.0,0.0,1.0,1.0,2.0,"POLYGON ((-5.4799499280578905 54.529632196917355, -5.658312062430869 54.72518498429881, -5.301907666121662 54.82322567859637, -5.1248238033786215 54.62720551178186, -5.4799499280578905 54.529632196917355))",
38.71,0.0,1.36,26.49,2.1,25.13,36.61,2.0,3.0,5.0,"POLYGON ((0.1488243931309255 47.62429786887432, 0.0196723363982926 47.82814746742312, 0.3353266193824932 47.91156936331144, 0.4633650418118368 47.70739714513687, 0.1488243931309255 47.62429786887432))",
0.93,0.0,0.1,0.65,0.14,0.55,0.78,1.0,1.0,2.0,"POLYGON ((9.72292310717119 44.41756316785588, 9.64080467865473 44.631941616450554, 9.94988599319443 44.68872600669756, 10.03081316445141 44.47414151071959, 9.72292310717119 44.41756316785588))",
3.12,0.0,0.69,1.55,1.48,0.86,1.65,1.0,1.0,2.0,"POLYGON ((22.285506882683464 52.13194298409171, 22.251379301525873 52.35011117925813, 22.62626961257715 52.36952853048013, 22.65853002771592 52.151266014063445, 22.285506882683464 52.13194298409171))",
4.47,0.0,0.84,3.16,1.19,2.32,3.28,1.0,1.0,2.0,"POLYGON ((13.673444938946586 43.25257850448885, 13.609296867812123 43.47033159248915, 13.915383998690652 43.515726234128465, 13.978330500832854 43.29781262844032, 13.673444938946586 43.25257850448885))",
11.94,0.0,1.98,7.66,3.37,5.68,8.57,2.0,2.0,4.0,"POLYGON ((-8.523757003012374 40.758925352711756, -8.668237865855525 40.954888046262106, -8.40693244630463 41.06337917542185, -8.263088564102501 40.86710007114899, -8.523757003012374 40.758925352711756))",
74.96,0.0,13.68,37.22,28.2,23.54,46.77,15.0,3.0,18.0,"POLYGON ((6.489123696817547 51.61592076480069, 6.378046985074377 51.82503009323879, 6.7332051410610125 51.89031723051988, 6.842755373249259 51.680909204340765, 6.489123696817547 51.61592076480069))",
9.6,0.0,3.39,3.62,9.0,0.23,0.6,5.0,1.0,6.0,"POLYGON ((31.965815832458496 51.18070756725611, 31.98034010538625 51.39979390314026, 32.34817650441264 51.39056079042132, 32.33184348163325 51.17151793011089, 31.965815832458496 51.18070756725611))",
21.32,0.0,3.64,12.1,6.68,8.46,14.65,4.0,2.0,6.0,"POLYGON ((12.099758328762075 50.035082418491974, 12.01867766518474 50.248922576316204, 12.368562277226177 50.298246381817584, 12.448089532402694 50.084188342659864, 12.099758328762075 50.035082418491974))",
90.45,0.0,10.79,58.23,17.03,47.44,73.42,9.0,4.0,13.0,"POLYGON ((8.368382949976494 46.91878599775377, 8.276167958119093 47.130922917293404, 8.599430400982083 47.19128820045221, 8.690357508984198 46.97891447129383, 8.368382949976494 46.91878599775377))",
9.74,0.0,0.63,3.78,1.61,3.15,8.12,1.0,1.0,2.0,"POLYGON ((15.396132395020295 43.94763145557336, 15.338331408046251 44.16600026612146, 15.649911321892471 44.20623733333007, 15.706455046345992 43.98772230829013, 15.396132395020295 43.94763145557336))",
1.23,0.0,0.25,0.82,0.36,0.57,0.86,1.0,1.0,2.0,"POLYGON ((27.554439127653257 62.62130638203339, 27.544555103164168 62.84289043602907, 28.040949317806326 62.846593912817816, 28.047540128657282 62.62498232665558, 27.554439127653257 62.62130638203339))",
20.01,0.0,6.11,12.07,9.95,5.96,10.06,5.0,2.0,7.0,"POLYGON ((-4.10059971934753 42.19964484070068, -4.232724707251846 42.40088787396477, -3.9560772772567043 42.497074039679624, -3.824745794739416 42.295527842188825, -4.10059971934753 42.19964484070068))",
1.17,0.0,0.23,0.77,0.36,0.53,0.81,1.0,1.0,2.0,"POLYGON ((24.25913735233073 40.92332755555967, 24.239910031488513 41.14683232864372, 24.538783358735536 41.16081790448915, 24.556818013722832 40.937266434733104, 24.25913735233073 40.92332755555967))",
0.67,0.0,0.2,0.46,0.3,0.25,0.37,1.0,1.0,2.0,"POLYGON ((12.574097073113451 64.7533286845618, 12.457585860063597 64.97153537616704, 12.975551937901391 65.02030285511998, 13.088653697495188 64.80170307402585, 12.574097073113451 64.7533286845618))",
0.99,0.0,0.4,0.56,0.72,0.15,0.27,1.0,1.0,2.0,"POLYGON ((3.6987966604418037 51.06044377630099, 3.576041519878177 51.267045712193806, 3.922377875163574 51.34022269049893, 4.043725789633852 51.133296495712635, 3.6987966604418037 51.06044377630099))",
1.37,0.0,0.59,0.71,1.15,0.12,0.23,1.0,1.0,2.0,"POLYGON ((17.698986570935777 48.02460290217644, 17.646757049972102 48.24223989521207, 17.986684143705897 48.27534932136383, 18.03740117041966 48.057573840117314, 17.698986570935777 48.02460290217644))",
5.6,0.0,0.86,3.57,1.31,2.71,4.29,1.0,1.0,2.0,"POLYGON ((17.473471666079124 40.35697050982615, 17.427544662933304 40.57860561151724, 17.72050830239037 40.613056868102184, 17.76531236562548 40.39130992701643, 17.473471666079124 40.35697050982615))",
60.91,0.0,11.49,29.6,24.01,18.11,36.9,13.0,3.0,16.0,"POLYGON ((16.577867755426425 47.013490815792736, 16.521710673345346 47.230996197451795, 16.853773067755913 47.2674747240605, 16.90849398542997 47.04982221270862, 16.577867755426425 47.013490815792736))",
4.64,0.0,0.79,3.19,1.17,2.4,3.47,1.0,1.0,2.0,"POLYGON ((26.769724711424935 45.245417776458716, 26.759828174863845 45.466744042884244, 27.084542601823706 45.47303466214918, 27.093027446167525 45.25168416107609, 26.769724711424935 45.245417776458716))",
9.73,0.0,3.51,3.71,9.25,0.19,0.48,5.0,1.0,6.0,"POLYGON ((23.23633037468456 50.639656600870715, 23.2079777616931 50.858369845507966, 23.57074736781761 50.875017132471335, 23.597347607912262 50.65622709074913, 23.23633037468456 50.639656600870715))",
5.52,0.0,1.3,3.25,1.74,1.95,3.77,1.0,1.0,2.0,"POLYGON ((20.798216028372618 48.06655763950613, 20.760163074691977 48.285390164693595, 21.102235703904825 48.30934869476976, 21.138739727712274 48.0904152806691, 20.798216028372618 48.06655763950613))",
48.86,0.0,13.02,25.24,26.13,12.23,22.73,14.0,2.0,16.0,"POLYGON ((-7.317105175190104 40.4886227088681, -7.456656368914169 40.68649036974401, -7.19429641580266 40.7918565697338, -7.055408383461588 40.59368162541697, -7.317105175190104 40.4886227088681))",
0.13,0.0,0.0,0.09,0.0,0.09,0.13,0.0,1.0,1.0,"POLYGON ((21.15406250557876 39.59455242366244, 21.123107970639246 39.81817758908964, 21.41401367866347 39.84162843779495, 21.443846144697574 39.617928549733314, 21.15406250557876 39.59455242366244))",
62.03,0.0,8.19,41.91,11.45,33.72,50.58,6.0,3.0,9.0,"POLYGON ((13.99424146241474 41.021177130661926, 13.933948910079508 41.2404928939386, 14.227941115016426 41.285229867925786, 14.287122898345261 41.065766911051476, 13.99424146241474 41.021177130661926))",
101.94,0.0,5.97,51.85,12.45,45.88,89.5,7.0,4.0,11.0,"POLYGON ((18.52578653622872 53.644182932643716, 18.470829524154073 53.86088216619386, 18.85709064864533 53.8913309192464, 18.910089161132074 53.6744763423524, 18.52578653622872 53.644182932643716))",
100.44,0.0,19.67,54.81,36.81,35.14,63.63,19.0,4.0,23.0,"POLYGON ((8.16425692346147 52.14136781271458, 8.05995145512288 52.351815776252884, 8.421869261620447 52.41231711743952, 8.524563961254936 52.201585240423405, 8.16425692346147 52.14136781271458))",
14.91,0.0,1.93,9.94,2.83,8.01,12.08,2.0,2.0,4.0,"POLYGON ((9.99106807306316 61.047070293812844, 9.870972685456264 61.26035783632546, 10.329826419893008 61.31596613655131, 10.447294393845944 61.10230562164131, 9.99106807306316 61.047070293812844))",
5.03,0.0,1.23,1.95,3.21,0.72,1.82,2.0,1.0,3.0,"POLYGON ((38.67238991837703 48.17949391220244, 38.716995660000826 48.39778368702844, 39.058708063713105 48.36867919762155, 39.012565648355555 48.150511990269536, 38.67238991837703 48.17949391220244))",
162.42,0.0,21.97,79.59,46.11,57.62,116.31,24.0,5.0,29.0,"POLYGON ((9.023425213661529 51.146160235478504, 8.925556032479601 51.35748507960667, 9.28048480389235 51.415588520883375, 9.376792944391092 51.203999613335995, 9.023425213661529 51.146160235478504))",
282.97,0.0,137.48,147.04,262.83,9.56,20.13,132.0,2.0,134.0,"POLYGON ((13.189934948027163 59.376490315283164, 13.094298356044112 59.591202461070814, 13.53644121174897 59.63734700290368, 13.629581664601586 59.422343967475484, 13.189934948027163 59.376490315283164))",
1.41,0.0,0.0,1.04,0.0,1.04,1.41,0.0,1.0,1.0,"POLYGON ((13.75017697839122 41.89737051337442, 13.687935818543934 42.115978127455215, 13.986452484893542 42.16131932393083, 14.047550154139156 41.94255829995633, 13.75017697839122 41.89737051337442))",
0.69,0.0,0.27,0.27,0.69,0.0,0.0,1.0,1.0,2.0,"POLYGON ((17.341017586238532 64.91281823573335, 17.257479896246654 65.13393413375115, 17.784443372359714 65.16851132982532, 17.864359504628418 64.94711110252311, 17.341017586238532 64.91281823573335))",
29.47,0.0,5.15,14.3,9.61,9.14,19.86,5.0,2.0,7.0,"POLYGON ((6.136542682102247 51.54993437327115, 6.023954109189227 51.75874157696285, 6.378046985074377 51.82503009323879, 6.489123696817547 51.61592076480069, 6.136542682102247 51.54993437327115))",
92.98,0.0,13.02,38.83,31.61,25.8,61.37,16.0,3.0,19.0,"POLYGON ((22.844820873980126 53.47903848676549, 22.812508310253936 53.697184156355235, 23.199700015167878 53.714922426234, 23.230018588615447 53.49668624340447, 22.844820873980126 53.47903848676549))",
2.28,0.0,0.65,1.0,1.51,0.35,0.77,1.0,1.0,2.0,"POLYGON ((9.774111489263205 49.45103836881814, 9.683300083003331 49.663380622802855, 10.026080681294824 49.719454433329, 10.115426760495934 49.50687126606506, 9.774111489263205 49.45103836881814))",
205.56,0.0,123.05,126.5,199.98,3.44,5.58,100.0,1.0,101.0,"POLYGON ((-3.3465986093518585 40.48514869936595, -3.4719546393281098 40.68838237493041, -3.202494026569838 40.78298288117785, -3.077902199760155 40.579465932870505, -3.3465986093518585 40.48514869936595))",
59.93,0.0,6.22,27.73,11.94,21.5,47.98,6.0,3.0,9.0,"POLYGON ((-8.246592100768616 43.16644917413594, -8.396591479413791 43.36147832766942, -8.122888818462739 43.46851089052453, -7.97359364003339 43.273143328972026, -8.246592100768616 43.16644917413594))",
13.31,0.0,1.39,9.08,2.14,7.69,11.17,2.0,2.0,4.0,"POLYGON ((-1.4074686385200432 47.195761751696615, -1.5419923104801512 47.39797067713389, -1.2318908913948996 47.485734936343405, -1.0984153485824004 47.28319437526411, -1.4074686385200432 47.195761751696615))",
0.53,0.0,0.21,0.34,0.33,0.13,0.2,1.0,1.0,2.0,"POLYGON ((15.73025691874768 40.13262660159774, 15.677684152340746 40.35353580606098, 15.96834333149153 40.39322638076989, 16.01981984678505 40.17218976160551, 15.73025691874768 40.13262660159774))",
208.09,0.0,38.03,105.27,79.88,67.24,128.22,40.0,6.0,46.0,"POLYGON ((14.707929845576516 52.16335458093525, 14.635783544895927 52.378345964507396, 15.005627387466339 52.419991298100115, 15.076009978903988 52.204800211008845, 14.707929845576516 52.16335458093525))",
0.26,0.0,0.0,0.13,0.0,0.13,0.26,0.0,1.0,1.0,"POLYGON ((21.334837061193365 38.249145467953106, 21.30528409146346 38.47382439233125, 21.58958338654005 38.496838403550065, 21.61806403721677 38.27208929494423, 21.334837061193365 38.249145467953106))",
61.13,0.0,11.19,35.61,16.26,24.42,44.87,9.0,3.0,12.0,"POLYGON ((7.074366635040716 48.96941136248332, 6.972246494739021 49.17970651968674, 7.307995517802207 49.243544454634595, 7.408743248763508 49.03298225113371, 7.074366635040716 48.96941136248332))",
11.31,0.0,0.0,7.08,0.0,7.08,11.31,0.0,2.0,2.0,"POLYGON ((15.391951099946063 50.00891693423917, 15.326468865315412 50.22476050375831, 15.679373795701895 50.26451386737102, 15.743243905276806 50.04849325889171, 15.391951099946063 50.00891693423917))",
3.45,0.0,0.52,2.31,0.7,1.78,2.75,1.0,1.0,2.0,"POLYGON ((14.287122898345261 41.065766911051476, 14.227941115016426 41.285229867925786, 14.522403855495632 41.32909238124177, 14.580469398474184 41.10948478434135, 14.287122898345261 41.065766911051476))",
0.73,0.0,0.0,0.51,0.0,0.51,0.73,0.0,1.0,1.0,"POLYGON ((25.606489717580374 62.370720771517824, 25.58377079838705 62.59191510851049, 26.076091079105485 62.601464099871436, 26.095575502261344 62.380199642492855, 25.606489717580374 62.370720771517824))",
0.04,0.0,0.02,0.02,0.04,0.0,0.0,1.0,1.0,2.0,"POLYGON ((12.41521874744327 54.124842352675955, 12.32773755206049 54.33823141884785, 12.71268715179764 54.38647282087381, 12.798284614917948 54.17283691037222, 12.41521874744327 54.124842352675955))",
0.37,0.0,0.09,0.22,0.14,0.14,0.23,1.0,1.0,2.0,"POLYGON ((-3.512809364047451 43.386666473452124, -3.6456632476660875 43.58802046734904, -3.3617329274538275 43.6823047208293, -3.229724717188401 43.48064063245688, -3.512809364047451 43.386666473452124))",
6.89,0.0,4.03,4.31,6.45,0.28,0.44,4.0,1.0,5.0,"POLYGON ((-4.462996392017389 37.07200139756048, -4.585002375604262 37.27609259348734, -4.332732469221176 37.37485624263729, -4.2113814725037075 37.17050251691334, -4.462996392017389 37.07200139756048))",
8.99,0.0,2.99,3.52,7.68,0.53,1.32,4.0,1.0,5.0,"POLYGON ((23.292217331720384 50.20204239738211, 23.264408915701285 50.42088159848542, 23.62369052703531 50.437376223690634, 23.649779834530044 50.21846207486764, 23.292217331720384 50.20204239738211))",
27.2,0.0,4.74,18.17,6.73,13.43,20.47,4.0,2.0,6.0,"POLYGON ((14.3458396035872 40.84612469165157, 14.287122898345261 41.065766911051476, 14.580469398474184 41.10948478434135, 14.638077920383953 40.88969940995553, 14.3458396035872 40.84612469165157))",
81.56,0.0,39.02,55.22,58.44,16.19,23.12,30.0,2.0,32.0,"POLYGON ((5.584228435369394 43.321176291269076, 5.487112117369068 43.53261655930029, 5.784822937419771 43.60149379572499, 5.88087625862002 43.389816331142406, 5.584228435369394 43.321176291269076))",
53.13,0.0,4.81,37.75,6.92,32.94,46.21,4.0,3.0,7.0,"POLYGON ((13.303739938102126 43.42403561146471, 13.237857547610325 43.6414608741371, 13.544618578343 43.68792189844331, 13.609296867812123 43.47033159248915, 13.303739938102126 43.42403561146471))",
2.71,0.0,0.29,1.05,0.73,0.76,1.98,1.0,1.0,2.0,"POLYGON ((-6.365972015370094 54.52630369310508, -6.54854587485457 54.72066796737364, -6.194338260051444 54.82104871229851, -6.013001411165613 54.6262088400763, -6.365972015370094 54.52630369310508))",
150.43,0.0,57.34,87.07,101.09,29.73,49.34,51.0,3.0,54.0,"POLYGON ((13.835634775796708 51.389031892098515, 13.76050126326268 51.60365384443142, 14.122985476796545 51.64786780922051, 14.196433186848628 51.433040057721165, 13.835634775796708 51.389031892098515))",
21.85,0.0,4.95,11.24,9.59,6.3,12.25,5.0,2.0,7.0,"POLYGON ((-7.002006530051171 43.39203027274495, -7.148030984019979 43.58871455740068, -6.870657768904152 43.692389498915, -6.72538042431573 43.49537201305271, -7.002006530051171 43.39203027274495))",
19.33,0.0,5.51,13.03,8.34,7.52,10.99,5.0,2.0,7.0,"POLYGON ((12.295471426178686 42.57863122478132, 12.226540527633212 42.79588772219287, 12.527559476697498 42.845422032711845, 12.595338466421063 42.62799488309434, 12.295471426178686 42.57863122478132))",
24.45,0.0,3.4,15.96,5.22,12.56,19.23,3.0,2.0,5.0,"POLYGON ((16.17186818402573 39.50799262886314, 16.12157771303697 39.72957450784295, 16.40936269345243 39.76802466068683, 16.458576058449154 39.54632171969892, 16.17186818402573 39.50799262886314))",
0.14,0.0,0.03,0.08,0.07,0.05,0.07,1.0,1.0,2.0,"POLYGON ((-0.4930164926058289 38.26370192113761, -0.6035902394888253 38.47192591287842, -0.3399034834645169 38.559241534868946, -0.2300993441022154 38.35077028467417, -0.4930164926058289 38.26370192113761))",
1.03,0.0,0.19,0.4,0.48,0.21,0.55,1.0,1.0,2.0,"POLYGON ((28.314832172309046 50.33568091656047, 28.3113355095817 50.55513215745503, 28.672638907222566 50.55673265492577, 28.674387362005273 50.337274089371206, 28.314832172309046 50.33568091656047))",
3.67,0.0,0.95,1.42,2.45,0.48,1.23,2.0,1.0,3.0,"POLYGON ((32.147695886087156 48.53828035039743, 32.16225284822542 48.75810384548389, 32.50935959059145 48.74833194980916, 32.49319187493316 48.52855045090764, 32.147695886087156 48.53828035039743))",
8.18,0.0,1.69,4.39,3.33,2.7,4.85,2.0,1.0,3.0,"POLYGON ((24.443068048972236 60.13198075984888, 24.414564078285984 60.35160797563675, 24.875486320447138 60.36460128454222, 24.901158605554027 60.144887779975335, 24.443068048972236 60.13198075984888))",
68.24,0.0,16.21,46.01,23.32,29.8,44.93,12.0,3.0,15.0,"POLYGON ((13.117464423894118 46.118553936022266, 13.04721160061241 46.33449037037431, 13.370390473159038 46.38119203255397, 13.439308658037676 46.16507437603498, 13.117464423894118 46.118553936022266))",
6.44,0.0,4.21,4.21,6.44,0.0,0.0,4.0,1.0,5.0,"POLYGON ((7.150069608507821 60.89952016893725, 7.013136819713848 61.1104188310636, 7.465141895495534 61.17417968108779, 7.59958802886583 60.96286062178806, 7.150069608507821 60.89952016893725))",
0.59,0.0,0.22,0.23,0.55,0.01,0.04,1.0,1.0,2.0,"POLYGON ((16.12643263536856 43.58913265802555, 16.072068086380117 43.80808912524487, 16.382063242254123 43.84620454531971, 16.43517860147164 43.62711095640304, 16.12643263536856 43.58913265802555))",
11.69,0.0,3.84,7.93,5.59,4.1,6.1,3.0,1.0,4.0,"POLYGON ((9.163637067438291 61.62934085211705, 9.036305581520477 61.842338678869034, 9.501636759789863 61.90043079133628, 9.626284594101136 61.687034219307826, 9.163637067438291 61.62934085211705))",
